23332,263
72211,1734
531213,69
49311,67
31521,31
71132,239
541191,24
52321,26
532292,197
4842,102
62412,227
33272,1
333993,3
523999,388
485992,3134
44422,25
7115,438
42271,1
814,1
62151,100
812114,172
23542,177
33711,16
56144,93
61162,542
561492,386
42269,14
532299,574
23594,69
81219,657
71,223
51419,123
484122,21
56211,23
62,193
339992,49
562119,68
811213,42
5321,47
81141,117
56133,14
62411,81
44411,18
72111,127
522293,88
611621,668
531312,280
541614,148
623,285
62441,2109
56151,161
522,45
7121,23
812193,187
53113,34
339114,27
4212,28
541611,6283
611622,75
482,1
51223,25
5122,121
62161,720
5323,23
511,227
525,35
6219,288
6116,106
52223,24
4452,44
51339,58
492,365
48412,346
42145,54
44311,46
49221,307
5242,46
49319,85
811122,101
611624,90
5223,365
711511,239
611626,233
51334,9
53111,911
71119,34
3399,296
42248,95
52599,248
4481,376
323121,2
81121,129
562998,62
48599,358
44819,217
23551,115
811191,74
812921,57
812197,40
445291,165
23593,29
48721,47
4218,33
42151,11
33992,36
31599,38
512199,110
621512,57
485993,24
23322,90
62211,6
42112,92
327215,69
446199,1006
56299,34
311919,16
72231,107
42231,122
54183,9
42185,11
56121,99
51114,13
42242,9
44719,14
561599,200
4483,25
621498,158
4921,57
51219,30
42246,54
6239,24
812191,68
4512,18
48899,68
42143,20
71141,228
31183,8
332323,64
511199,413
53231,54
42232,20
42184,14
32739,2
315999,45
42131,25
561621,491
524298,78
551114,136
513322,208
711,153
42162,25
42251,1
8141,1
541612,430
524,81
485119,92
54184,22
32111,2
33991,22
51421,48
71393,8
48711,16
33231,3
53311,16
4851,34
81112,193
5141,274
8112,37
111421,49
6114,5
42114,34
5511,120
7111,212
6216,37
721199,1288
54185,29
61142,24
42212,12
23591,62
111,21
451,59
514,147
44522,18
54172,32
323113,131
42149,38
7112,12
339914,21
42293,39
2331,11
56142,57
23491,17
22121,5
4511,31
44511,166
51224,45
81292,51
335999,47
48521,7
53,143
62149,22
33441,13
221,31
5111,28
445,46
4852,4
42233,77
4855,11
531214,93
522291,104
48421,101
311812,268
621492,6
23331,13
3336,3
71112,14
31499,1
32199,27
32611,1
33429,10
524128,32
48511,11
51,108
62231,17
3364,3
31,73
533,4
72,69
71131,38
3219,15
513111,4
23412,1
3362,1
23493,2
813219,62
6214,51
446,12
488991,23
336612,127
336399,2
62422,2
42295,3
31194,6
42241,29
811112,21
8133,3
621511,137
56159,45
333298,5
336999,19
621391,47
5142,11
8122,15
326199,51
811113,49
48,74
3312,11
311999,95
2349,7
32552,3
334119,3
51229,34
7114,25
51312,11
3151,3
32711,5
54186,13
812922,5
61163,55
3119,45
49111,47
532411,70
532412,88
81311,26
3329,35
52392,40
924,2
52314,18
339913,3
33995,43
721191,1513
54135,116
42247,13
337122,148
621,58
115112,22
42146,5
562219,54
315299,17
42282,40
81391,7
71329,5
23595,26
42294,10
44122,28
321991,5
11292,8
3152,14
5629,9
4871,6
42144,16
52312,124
42213,5
5612,7
561422,46
54137,44
62431,51
42245,32
521,7
327999,16
42259,6
42211,3
42234,15
561421,17
53212,21
513112,4
42161,18
114111,99
6233,7
3391,7
52111,19
611519,192
112,10
56191,24
7213,8
491,3
51322,11
31133,5
4221,18
56161,10
42172,9
32613,1
483212,35
485991,46
323119,13
62141,5
62331,13
61151,14
48839,11
32312,30
327212,92
51332,43
531211,5
485113,12
32191,5
484121,137
3149,2
561439,118
5231,7
323116,1
114119,25
323122,2
561491,11
56,21
115,15
51311,5
3261,21
523991,25
334612,1
61111,11
33451,3
339932,2
52592,11
3259,18
71121,318
4884,31
483114,11
483112,26
42113,18
311412,18
8131,7
4532,14
332618,24
45121,9
51331,12
48422,30
51121,68
92313,1
337125,12
331492,14
332812,25
11531,15
52519,4
512191,111
111998,32
72121,6
33121,3
333618,14
51212,10
53222,11
56291,24
336991,32
334518,1
339931,2
315291,2
322212,5
111339,9
4922,75
52591,12
327112,4
3346,1
331111,3
52512,2
331491,8
312112,7
2213,9
42243,9
42132,8
315239,4
62191,22
33251,3
53242,5
5241,62
31213,17
316999,5
321918,17
711219,86
51222,11
532291,21
42152,6
511191,19
453992,111
524292,27
31152,5
1151,13
42142,3
332321,22
316992,49
71311,5
326122,2
31132,5
53241,11
3379,17
48423,20
42281,4
611512,41
53221,29
323115,10
311813,20
33299,10
6111,6
32551,2
31192,6
532112,110
7211,105
813319,448
541214,40
92216,7
531212,14
314,6
3133,2
48799,6
33431,9
3121,24
813212,35
33592,2
31171,8
4872,13
48111,2
92512,3
4883,6
52411,17
49313,1
337215,23
72119,7
32541,24
623311,10
33611,1
339943,2
92119,8
4521,6
45211,12
3363,6
541513,82
42291,3
48819,15
42133,3
311991,72
62221,5
323110,4
624229,36
92219,4
3272,1
71111,7
11411,97
33633,2
333311,5
6221,3
42261,8
33599,13
33712,2
522294,16
3343,2
81354,1
623312,62
54138,39
42186,3
81331,5
483211,39
621493,28
6113,4
3323,2
339115,15
333912,9
562,36
3353,4
42181,2
512,28
3313,1
3359,27
61131,16
812192,3
4812,4
336419,2
92613,1
71211,4
611513,11
42193,8
6223,6
11321,4
481219,36
32599,4
323114,1
332813,14
5622,2
62321,6
313312,1
92612,1
11299,11
52232,17
481211,20
3342,9
71213,1
3332,4
32721,10
33661,2
481112,2
23492,2
332311,13
322211,9
3315,1
32615,1
6232,3
33361,5
335911,4
335314,7
42182,4
4879,1
32419,1
5251,3
48611,1
212,3
334413,13
42173,9
45291,4
334412,5
11291,3
1114,11
3212,1
5221,13
62322,4
6115,4
21111,110
325211,5
1119,11
323111,518
42221,15
332212,1
92611,3
339111,1
333294,2
4832,1
524126,41
326299,8
3254,4
48832,3
48311,2
325414,11
812953,3
562991,5
32121,1
33329,2
9221,2
812951,86
9211,6
81222,3
334416,1
111332,4
53112,561
31193,2
5211,2
33531,7
33521,2
213112,16
326121,2
33351,3
7131,15
2123,2
922,1
7132,53
54136,15
3118,28
321911,24
22112,1
325992,8
332211,1
335929,3
311111,34
33232,2
337124,20
334111,14
9281,2
33591,1
44134,23
5132,2
481111,27
314912,4
813211,102
313113,1
325611,90
11111,22
11511,23
113,9
31111,5
1123,3
44133,24
5112,4
335129,4
33399,12
332722,3
336312,1
92615,1
81392,1
337129,1
6243,1
48699,1
33593,1
33111,1
21311,6
112112,1
1121,2
51321,3
31191,2
2122,4
32629,2
332996,8
926,3
311942,26
311119,9
312,9
332322,30
326112,4
6242,18
315119,1
4881,5
1113,11
621991,16
332115,1
211111,5
31699,7
487,25
114,6
3131,2
4911,2
812331,18
334112,7
331221,4
1112,2
1131,2
62423,2
3271,4
335228,1
92312,1
48321,4
1111,7
811193,170
337127,66
332994,5
3333,3
333992,11
334514,12
11142,5
813311,40
33792,2
335211,1
48121,1
32192,3
812332,4
513321,1
72234,141
8132,1
3132,2
221122,29
541514,113
42272,1
334511,16
3114,10
561623,9
334519,20
813312,69
335224,2
33131,2
333995,1
337212,48
11121,4
812959,37
48541,2
562112,5
31519,2
3345,3
221112,1
334515,11
33699,133
3253,2
92115,1
488119,8
524127,21
333295,1
33994,1
3251,2
56221,3
56145,3
33341,1
315991,1
81295,12
336413,12
335912,2
813591,11
32731,2
92812,1
311941,41
21231,2
453993,1
312113,5
33641,2
31134,1
562211,6
483113,7
812952,112
33281,4
81358,11
92214,1
48211,2
52213,1
3222,2
5331,3
3351,5
327991,28
337211,14
45,59
32412,1
324121,7
3366,1
31331,2
33512,1
3111,3
813594,8
32561,3
48691,3
92511,1
31123,1
111419,23
111199,4
325411,32
92,3
3371,1
339994,3
51412,1
112519,7
32223,1
721214,18
813592,2
336111,4
4861,1
313222,1
32614,1
311821,56
334510,19
339112,27
81393,1
48833,1
1132,1
325413,4
33511,1
33621,1
9261,1
92111,2
311822,1
31211,2
42244,1
112111,3
31621,2
323117,41
11311,1
92114,2
213,2
2121,2
4831,1
311514,5
311613,16
561613,3
3314,1
3241,2
31141,1
325991,9
2131,1
11421,1
488111,1
11251,1
334611,1
81233,1
921,2
712,1
11199,1
333911,4
336322,1
52413,1
3331,1
2200-2299,354
7220-7229,13371
5210-5239,5203
2300-2399,17925
4800-4999,6658
8100-8139,4446
7210-7219,8125
4400-4599,14369
7100-7199 5100-5199,21
5400-5499,27175
5100-5199,4898
5600-5699,4156
7100-7199,8173
7100-7199 5400-5499,80
4200-4299,3826
6100-6299,8438
5300-5399,26121
3100-3399 4200-4299 4400-4599,60
3100-3399,2398
5240-5249,862
4200-4299 4400-4599 7100-7199,27
4400-4599 7100-7199,100
4200-4299 4400-4599,416
3100-3399 4200-4299 5400-5499 7100-7199,2
2300-2399 4400-4599,29
5400-5499 6100-6299,105
5300-5399 5600-5699,16
4400-4599 8100-8139,43
2200-2299 5240-5249 5300-5399,2
2200-2299 2300-2399,17
2300-2399 5400-5499,95
7100-7199 7220-7229,49
5300-5399 5400-5499,28
5400-5499 5600-5699,94
4400-4599 5400-5499,54
2300-2399 5300-5399,24
5400-5499 8100-8139,25
4400-4599 5100-5199,5
4400-4599 7220-7229,54
3100-3399 4200-4299,75
5300-5399 7210-7219,90
5100-5199 5400-5499,178
5100-5199 5400-5499 5600-5699,19
3100-3399 7100-7199 8100-8139,3
4200-4299 7100-7199,19
2300-2399 3100-3399,50
5400-5499 5600-5699 7100-7199,14
5400-5499 7100-7199,123
5100-5199 5600-5699 7100-7199,8
6100-6299 7210-7219,8
4400-4599 6100-6299,6
2300-2399 5300-5399 5600-5699,1
4200-4299 4400-4599 7220-7229,3
2200-2299 5240-5249 5600-5699 8100-8139,1
4200-4299 4800-4999,9
6100-6299 7100-7199,69
5210-5239 5300-5399,32
3100-3399 5400-5499,37
2300-2399 5600-5699 7210-7219,1
4400-4599 7100-7199 7220-7229,3
4800-4999 5240-5249,2
8100-8139 5400-5499,17
4800-4999 7210-7219,5
4800-4999 5100-5199 5210-5239 5400-5499 5600-5699 6100-6299 7100-7199 7210-7219 7220-7229 8100-8139,1
2300-2399 5300-5399 5400-5499,1
4200-4299 5400-5499,12
5240-5249 5300-5399,6
3100-3399 7100-7199,8
4800-4999 5210-5239 5240-5249 5300-5399,1
4200-4299 4400-4599 8100-8139,7
5400-5499 5600-5699 6100-6299,3
4400-4599 5210-5239 5600-5699 7220-7229 8100-8139,1
4200-4299 8100-8139,10
5210-5239 5240-5249,26
7220-7229 4400-4599,70
5210-5239 5400-5499,35
5300-5399 5400-5499 7210-7219,6
4400-4599 5210-5239 5400-5499,1
5100-5199 7100-7199,27
4800-4999 7100-7199,9
5100-5199 5210-5239 5300-5399 5400-5499 5600-5699 6100-6299,1
5100-5199 5400-5499 7100-7199,11
4400-4599 4200-4299,292
5100-5199 6100-6299 7100-7199,3
4400-4599 7100-7199 8100-8139,3
5600-5699 8100-8139,21
2200-2299 5100-5199,1
2200-2299 5600-5699,2
7100-7199 5210-5239,1
7100-7199  4800-4999,1
4200-4299 4400-4599 5300-5399 8100-8139,1
4400-4599 5300-5399,7
5100-5199 5210-5239 5400-5499 5600-5699,3
5600-5699 5400-5499,94
5100-5199 5400-5499 8100-8139,1
2300-2399 5100-5199 7100-7199,2
3100-3399 5100-5199 5400-5499,2
3100-3399 4400-4599,77
5600-5699 6100-6299,24
5400-5499 7220-7229,4
7210-7219 7220-7229,22
2200-2299 3100-3399 4200-4299 4400-4599 5240-5249 5600-5699 7100-7199 7210-7219 7220-7229 8100-8139,1
7210-7219 8100-8139 7220-7229,3
2200-2299 4200-4299 5240-5249,1
4400-4599 5400-5499 7100-7199,2
4400-4599 5600-5699,9
4200-4299 5600-5699,7
2200-2299 3100-3399 5240-5249 5300-5399 5600-5699 7210-7219,1
7100-7199 7210-7219,24
2200-2299 4800-4999,2
7100-7199 8100-8139,15
2300-2399 3100-3399 4400-4599,2
4200-4299 7220-7229,15
4200-4299 5600-5699 7100-7199,1
2300-2399 5400-5499 5600-5699,5
4800-4999 5240-5249 5300-5399 7210-7219 7220-7229,1
2300-2399 5210-5239,1
5100-5199 5600-5699,21
6100-6299 5400-5499,77
7100-7199 4200-4299,9
6100-6299 8100-8139,6
5240-5249 5300-5399 5400-5499 5600-5699,2
5100-5199 5240-5249 5600-5699,1
5400-5499 6100-6299 7100-7199,4
5600-5699 7100-7199,67
2300-2399 4400-4599 8100-8139,2
5210-5239 5600-5699,12
5210-5239 4800-4999,2
2200-2299 5300-5399 6100-6299,1
5400-5499 7210-7219,34
5400-5499 5600-5699 7100-7199 7210-7219,2
4800-4999 5400-5499 5600-5699 7220-7229 8100-8139,1
2300-2399 4800-4999,14
2200-2299 4800-4999 5300-5399 6100-6299 7100-7199,1
2300-2399 5600-5699,13
5600-5699  5400-5499,2
5100-5199 6100-6299,19
4200-4299 4400-4599 5100-5199 5400-5499 7100-7199,1
5100-5199 5300-5399 5600-5699 7210-7219,1
5100-5199 5300-5399 5400-5499 5600-5699 7100-7199,1
2300-2399 5240-5249,2
3100-3399 5400-5499 7100-7199,2
5300-5399 8100-8139,1
5100-5199 7100-7199 7210-7219,1
4200-4299 4400-4599 5400-5499,10
5300-5399 7100-7199 7210-7219,1
2300-2399 7100-7199,9
5100-5199 7210-7219,1
2300-2399 8100-8139,18
7220-7229 3100-3399,21
8100-8139 4400-4599,31
5210-5239 5240-5249 5600-5699,1
3100-3399 5600-5699,3
5100-5199 4400-4599,9
5600-5699 4200-4299,8
7220-7229 4200-4299,12
5600-5699 3100-3399,8
7220-7229 8100-8139,4
5600-5699 5210-5239,18
7100-7199 6100-6299,36
7210-7219 8100-8139,10
7100-7199 7220-7229 5100-5199,1
8100-8139 5210-5239,2
7210-7219 8100-8139  5100-5199,2
2300-2399 3100-3399 8100-8139,1
7100-7199 4400-4599,74
7100-7199 4800-4999,5
8100-8139 3100-3399,3
4400-4599 4800-4999,9
7100-7199 6100-6299 4800-4999,1
5210-5239 4200-4299,1
5100-5199 5210-5239 5300-5399,1
7210-7219 5600-5699 4400-4599 4200-4299,1
5600-5699 7100-7199 8100-8139 5100-5199 4400-4599 4800-4999,1
7210-7219 7100-7199 4800-4999 2200-2299,1
4800-4999 8100-8139,5
2300-2399 7210-7219,3
7100-7199 3100-3399 4400-4599,6
7210-7219 6100-6299,9
8100-8139 4800-4999,6
7100-7199 3100-3399 4400-4599 4200-4299,5
7210-7219 4800-4999,6
5600-5699 7100-7199 5400-5499,10
8100-8139 5210-5239 5100-5199 6100-6299 5400-5499,1
4400-4599 5600-5699 7100-7199,1
7100-7199  8100-8139 5400-5499,1
5600-5699 4400-4599,16
7210-7219 5300-5399,101
7220-7229 4800-4999,15
5400-5499 5300-5399,23
7210-7219 5600-5699 7100-7199 8100-8139  5210-5239 5100-5199 5240-5249  2200-2299,1
5210-5239 7220-7229 4400-4599,1
3100-3399 4200-4299 7220-7229,4
5600-5699 2300-2399 5100-5199,1
7100-7199 6100-6299 4400-4599,12
8100-8139 2300-2399 5100-5199 5400-5499,1
4800-4999 5400-5499,9
5600-5699 8100-8139 5100-5199,11
3100-3399 4200-4299 4400-4599 7100-7199,10
7210-7219 5100-5199,2
2300-2399 5210-5239 5300-5399,4
7210-7219 5600-5699 7100-7199  8100-8139  2300-2399 5210-5239 7220-7229 5100-5199 5240-5249 3100-3399 6100-6299 5400-5499 5300-5399 4400-4599 4800-4999 2200-2299 4200-4299,13
7210-7219 7100-7199  5400-5499,1
7100-7199 8100-8139  7220-7229 5240-5249,1
7210-7219 5600-5699 7100-7199  8100-8139  2300-2399 5210-5239 7220-7229 5100-5199 5240-5249 3100-3399 6100-6299 5400-5499 5300-5399 4400-4599  2200-2299 4200-4299,2
5600-5699 5240-5249,6
7210-7219 7100-7199 8100-8139 2300-2399 5210-5239 7220-7229 5100-5199 5240-5249 6100-6299 5400-5499 5300-5399 4400-4599 2200-2299,1
7210-7219 5600-5699 5300-5399,6
5100-5199 5210-5239 5240-5249 5600-5699 6100-6299 7210-7219 7220-7229 8100-8139,1
7210-7219 8100-8139 6100-6299 5400-5499 4400-4599,1
7210-7219 5600-5699,29
2200-2299 4200-4299,2
5600-5699 2300-2399 7220-7229,1
7210-7219 5600-5699 7100-7199  8100-8139 2300-2399 5210-5239 7220-7229 5100-5199 5240-5249 3100-3399 6100-6299 5400-5499 5300-5399 4400-4599 4800-4999,1
4200-4299 4400-4599 5600-5699 7100-7199,2
7210-7219 5600-5699 7100-7199  8100-8139  2300-2399 5100-5199 5240-5249 3100-3399 6100-6299 5400-5499 2200-2299 4200-4299,1
3100-3399 4400-4599 4200-4299,33
7210-7219 5600-5699 7100-7199 8100-8139 2300-2399 5210-5239 7220-7229 5100-5199 5240-5249 6100-6299 5300-5399 4400-4599,1
2200-2299  5240-5249,1
5400-5499 4800-4999,13
7210-7219 5600-5699 7100-7199,4
8100-8139 7220-7229,9
7210-7219 5600-5699 7100-7199  7220-7229 5100-5199 4800-4999,1
7210-7219 4200-4299,4
4800-4999 5210-5239,1
5400-5499 4400-4599,58
7210-7219 5600-5699 7100-7199  2300-2399,1
7100-7199  8100-8139  2300-2399 5210-5239 7220-7229 5100-5199 5240-5249 3100-3399 6100-6299 5400-5499 5300-5399 4400-4599 4800-4999 2200-2299 4200-4299,1
7210-7219 5600-5699  5210-5239,1
7220-7229 4400-4599 4200-4299,8
4400-4599 6100-6299 7100-7199,5
7100-7199 5400-5499 4400-4599,5
5210-5239 5100-5199,8
5600-5699 5100-5199,25
2200-2299 2300-2399 3100-3399 4200-4299 4400-4599  5100-5199 5210-5239 5240-5249 5300-5399 5400-5499 5600-5699 6100-6299 7100-7199 7210-7219 7220-7229 8100-8139,1
5600-5699 5210-5239 5400-5499,5
5600-5699 2300-2399,30
2300-2399 4200-4299,10
2300-2399  5210-5239 5600-5699 7220-7229,1
7210-7219  5100-5199 2200-2299,1
2300-2399 5400-5499 5600-5699 8100-8139,1
4800-4999 2200-2299 4200-4299,1
5600-5699 8100-8139 5100-5199 5400-5499,3
5600-5699  5210-5239 5100-5199 5240-5249 5300-5399  2200-2299,1
7210-7219 5400-5499,29
7210-7219 7100-7199,16
4200-4299 4400-4599 5100-5199,2
5100-5199 5210-5239,2
5300-5399 7100-7199,11
5210-5239 5300-5399 4400-4599,1
4400-4599 7210-7219,4
7210-7219 7100-7199 5210-5239 6100-6299 5400-5499 5300-5399 4800-4999,1
7210-7219 7100-7199 5240-5249 6100-6299 5400-5499 4800-4999,1
5210-5239 5300-5399 5600-5699 7210-7219,1
7100-7199 5100-5199 4400-4599 4200-4299,2
8100-8139 4400-4599 4200-4299,3
4400-4599 7100-7199 7210-7219,2
5600-5699 8100-8139  2300-2399 5210-5239 5100-5199 5240-5249 5400-5499 4800-4999 2200-2299 4200-4299,1
5210-5239 5100-5199 5400-5499,6
5100-5199 5600-5699 8100-8139,1
7100-7199  3100-3399 4400-4599 4200-4299,1
7100-7199 3100-3399 5400-5499,5
5100-5199 2200-2299,1
5600-5699 3100-3399 5400-5499 4400-4599 4800-4999 4200-4299,6
5600-5699 7100-7199 5400-5499 5300-5399 4400-4599,1
7100-7199 5210-5239 5100-5199 4800-4999,1
2200-2299 4400-4599,3
5300-5399 4800-4999,2
5400-5499 7100-7199 7210-7219,1
7100-7199 2300-2399,7
5600-5699 5100-5199 5400-5499 4400-4599 4200-4299,1
5600-5699 7220-7229,13
5600-5699 6100-6299 5400-5499,3
7210-7219 7100-7199 7220-7229,3
7210-7219 5600-5699 4400-4599,1
3100-3399 4800-4999,3
7210-7219 7100-7199  8100-8139 5100-5199 3100-3399 6100-6299 5400-5499,1
7210-7219 5600-5699 5400-5499 5300-5399,1
5600-5699 7100-7199 8100-8139 2300-2399 5100-5199 5400-5499 5300-5399 4400-4599,1
2300-2399 5210-5239 3100-3399 5400-5499 5300-5399 2200-2299 4200-4299,1
5600-5699  5210-5239 5240-5249 5300-5399,1
5600-5699 7100-7199 7220-7229,4
5600-5699 7220-7229 5240-5249 6100-6299 4400-4599  4200-4299,1
6100-6299 7100-7199 7210-7219 8100-8139,1
8100-8139 3100-3399 4400-4599 4200-4299,1
5600-5699 7100-7199 8100-8139 2300-2399 5100-5199 3100-3399 6100-6299 5300-5399 4400-4599 4200-4299,1
7100-7199 3100-3399,13
5600-5699 7100-7199 6100-6299,2
7100-7199 8100-8139 4400-4599,6
2300-2399 2200-2299,10
4400-4599 5100-5199 5400-5499,4
5600-5699 8100-8139 6100-6299,2
5600-5699 5210-5239 5300-5399,1
5240-5249 5400-5499,10
7210-7219 7100-7199 6100-6299,3
5400-5499 4200-4299,17
4800-4999 4200-4299,12
7100-7199 7220-7229 6100-6299 5300-5399,1
7220-7229 5100-5199 5240-5249 3100-3399 4800-4999,1
7220-7229 3100-3399 4200-4299,5
5600-5699  2300-2399,1
7100-7199 5300-5399,4
5600-5699 7100-7199 8100-8139 5100-5199 5400-5499,4
7100-7199 4400-4599 4200-4299,25
5600-5699 7100-7199 2300-2399 5210-5239 5400-5499,1
5600-5699 7100-7199 8100-8139  2300-2399 5210-5239 7220-7229 6100-6299 5400-5499,1
2200-2299 5100-5199 5240-5249 7220-7229,1
7210-7219 5600-5699 8100-8139  2300-2399 7220-7229 2200-2299 4200-4299,1
7100-7199 7220-7229 5400-5499,1
7210-7219 5300-5399 4200-4299,1
8100-8139 5100-5199 4200-4299,2
5600-5699 8100-8139 4400-4599,1
5600-5699 8100-8139 7220-7229,1
5600-5699 5100-5199 5400-5499,15
8100-8139 5100-5199 4400-4599,2
7220-7229 5300-5399,4
8100-8139 2300-2399,12
5100-5199 6100-6299 5400-5499,2
7100-7199 8100-8139 5210-5239 6100-6299,1
5210-5239 5300-5399 5400-5499 5600-5699,1
5600-5699 7100-7199 8100-8139,3
5600-5699 4800-4999,6
5600-5699 5300-5399,15
3100-3399 7220-7229,9
7210-7219 5210-5239 5300-5399,2
5100-5199 5300-5399 7210-7219,1
7210-7219 5600-5699 7220-7229 5100-5199 5400-5499 5300-5399,1
5600-5699  2300-2399 5400-5499,1
7210-7219 5600-5699 7100-7199 7220-7229 6100-6299 5400-5499 5300-5399 4400-4599,1
7210-7219 7220-7229 6100-6299,1
5600-5699 7100-7199 5400-5499 4400-4599 4800-4999 4200-4299,1
5400-5499 2200-2299,6
5100-5199 4200-4299,5
5600-5699 7100-7199 7220-7229 5100-5199,2
